rpm_variation,harsh_braking_count,idling_time,fuel_consumption,acceleration_smoothness
500,1,10.1,6.68,0.74
1940,0,5.5,5.53,0.76
2226,4,14.0,6.25,0.73
1983,6,16.1,10.64,0.59
500,0,6.8,5.79,0.82
1554,1,0.0,6.72,0.68
500,2,11.2,4.44,0.49
2758,4,17.0,8.87,0.33
1039,2,12.7,7.14,0.76
2678,6,6.1,9.36,0.55
2462,1,6.1,7.17,0.62
1169,4,17.0,8.52,0.58
1007,5,20.8,9.89,0.37
2045,2,10.4,8.97,0.93
1208,7,7.9,9.31,0.61
1871,5,10.2,9.4,0.63
1462,1,5.2,8.55,0.67
553,3,12.2,8.79,0.74
500,3,11.6,8.12,0.56
1958,4,10.3,6.65,0.46
1406,4,3.0,7.73,0.81
1412,3,6.1,6.1,0.6
2287,0,9.7,5.41,0.71
2621,6,13.5,11.75,0.45
1609,4,11.3,7.12,0.42
1561,5,7.7,6.32,0.68
2150,2,16.7,8.72,0.7
850,3,0.0,9.27,0.66
1956,4,20.6,8.84,0.56
2186,1,11.4,7.47,0.56
2276,7,13.4,10.08,0.69
500,1,7.4,8.1,0.48
1267,2,9.3,6.73,0.48
1185,2,13.3,7.59,0.48
1869,3,10.8,6.9,1.0
2136,2,17.2,8.09,0.66
2847,4,6.6,9.91,0.57
1453,3,15.2,8.23,0.46
1451,5,18.3,10.84,0.53
2604,4,7.6,9.33,0.86
2007,3,12.7,9.74,0.83
2687,4,12.9,7.68,0.36
2002,3,14.0,7.16,0.58
990,1,10.1,7.4,1.0
866,3,11.0,6.76,0.65
713,0,7.0,6.79,0.55
2263,1,8.5,8.12,0.66
2632,3,7.9,10.28,0.69
3094,0,4.6,5.44,1.0
2390,5,12.8,8.06,0.49
2613,1,12.7,8.79,0.77
1393,5,9.7,7.76,0.43
990,1,12.2,9.4,0.69
2395,2,0.3,9.32,0.79
1875,3,13.9,10.4,0.75
2071,4,19.8,10.39,0.92
2026,2,13.1,10.23,0.74
2698,4,9.9,8.02,0.8
2706,2,16.4,7.92,0.48
2180,3,13.1,8.01,0.6
2392,2,9.4,7.93,0.38
2159,3,10.5,9.2,0.7
1477,2,12.4,9.42,0.74
2329,3,13.8,7.53,0.63
823,1,3.2,6.31,0.72
2537,2,8.6,8.32,0.83
963,5,13.1,7.61,0.55
2000,1,6.1,8.78,0.83
1208,3,17.9,4.81,0.67
2187,4,15.9,10.96,0.72
1776,4,7.4,5.16,0.61
683,1,16.2,9.36,1.0
2094,4,16.6,9.81,0.46
1395,3,7.8,9.45,0.83
2416,4,8.0,9.2,0.59
1800,1,8.2,6.56,0.74
2076,3,4.3,7.74,0.7
1129,4,18.5,8.36,0.62
1387,4,10.1,10.08,0.84
1478,2,13.8,6.95,0.56
2399,2,9.8,8.7,0.81
2974,3,9.1,8.62,0.83
1236,4,14.4,7.25,0.72
2553,5,14.7,11.21,0.8
500,2,8.9,6.13,0.49
964,3,10.8,6.47,0.69
1128,5,18.0,9.37,0.66
853,1,5.0,7.62,0.69
691,4,22.2,7.38,0.58
2089,3,12.4,9.8,0.74
1650,3,11.6,7.25,0.51
2065,1,11.1,5.52,0.87
2283,3,10.4,7.49,0.75
1985,4,8.1,7.89,0.55
2260,2,12.6,9.42,0.62
1751,1,9.2,8.33,0.55
969,4,16.2,7.7,0.59
2540,3,11.8,7.51,0.63
1387,1,5.8,7.14,0.81
1145,4,11.3,8.56,0.61
1675,2,14.3,7.99,0.94
1161,2,8.8,6.22,0.24
1507,1,14.7,9.68,0.73
2040,1,6.1,7.78,0.79
2043,3,11.2,10.05,0.47
1171,1,16.3,7.84,0.76
1458,3,13.3,8.08,0.6
2552,3,18.6,8.96,0.89
2147,3,17.2,9.49,0.56
3252,3,0.0,8.74,0.65
2626,4,9.4,9.92,0.64
2601,2,19.6,6.37,0.42
828,3,8.2,6.67,0.81
2334,3,13.7,7.22,0.55
1762,4,18.1,9.11,0.56
1414,0,15.2,8.55,0.66
1917,3,9.6,9.12,0.41
2461,3,15.4,7.05,0.6
2150,2,14.9,9.94,0.8
1185,4,7.1,7.17,0.69
2319,2,15.4,8.5,1.0
1353,0,13.0,6.32,0.74
1951,6,15.8,9.49,0.54
1587,2,14.5,7.45,0.8
1646,2,16.4,8.25,0.71
2336,3,8.6,6.34,0.68
1071,5,20.4,7.08,0.45
3161,0,18.2,8.99,0.85
525,0,20.0,8.38,1.0
1381,3,11.2,7.05,0.84
2059,1,15.2,7.85,1.0
2209,4,12.6,10.04,0.56
1729,2,4.6,6.55,0.52
1759,4,12.6,10.29,0.56
2087,2,12.3,9.13,0.53
1638,1,8.0,6.61,1.0
2775,2,5.7,7.94,0.71
2387,5,16.7,11.1,0.31
2410,2,21.9,6.73,0.66
1123,0,6.7,4.94,0.83
1744,0,9.4,8.21,0.72
1589,2,10.5,5.96,0.64
1096,4,16.7,8.36,0.7
2052,0,8.1,7.3,0.56
1423,0,9.6,5.81,0.73
2258,5,19.6,7.97,0.29
1050,5,19.9,10.39,0.69
3003,3,20.8,7.48,0.75
1172,4,11.4,8.18,0.65
1953,2,7.6,7.91,0.74
2354,1,0.0,9.57,0.65
1400,5,12.8,8.29,0.65
2396,0,4.9,7.61,0.84
939,3,12.6,8.64,0.71
2816,3,10.7,8.65,0.72
1809,3,1.0,7.96,0.86
1382,2,2.6,7.09,0.67
1590,4,9.0,8.41,0.55
2366,3,10.3,10.19,0.61
1275,2,10.5,6.12,0.58
1644,3,11.9,8.15,0.73
976,3,9.4,6.82,0.56
1403,0,11.2,5.69,0.44
2382,2,16.3,7.83,0.66
1946,5,24.2,9.17,0.59
1110,2,13.3,7.72,0.71
1795,1,7.2,6.13,0.66
2348,3,13.2,7.72,0.46
1668,4,17.2,8.74,0.66
2635,0,11.7,7.68,1.0
2515,3,12.6,9.15,0.38
2443,4,14.4,9.08,0.57
1478,3,13.9,7.94,0.89
1044,3,8.0,7.75,0.83
1370,0,0.0,5.0,0.71
1937,4,13.1,9.28,0.55
2182,7,20.5,9.76,0.5
500,5,6.8,9.11,0.71
1794,2,7.1,7.67,0.53
1910,1,0.0,5.23,0.84
1605,4,9.6,6.21,0.68
2703,5,6.8,9.0,0.63
2095,1,0.0,6.33,0.52
2717,2,5.7,9.89,0.66
1648,4,10.3,9.5,0.57
2456,2,8.3,6.11,0.65
2944,4,10.4,9.39,0.59
2718,2,9.8,7.03,0.42
1035,2,18.8,8.55,0.62
1622,1,6.2,8.32,0.64
1558,3,19.0,6.16,0.82
2142,6,23.5,10.47,0.67
2280,4,10.7,6.91,0.67
1212,4,6.4,5.96,0.75
1847,0,9.9,7.83,0.72
500,3,19.6,7.81,0.78
2809,5,1.1,8.79,0.56
1441,5,12.7,10.73,0.65
1839,6,15.9,9.29,0.76
1583,2,19.0,7.1,0.5
2602,4,3.7,7.98,0.51
500,2,12.3,7.65,0.78
1788,3,15.2,7.08,0.81
1725,1,4.9,6.71,0.78
1482,2,11.7,8.78,0.82
3008,0,9.6,5.57,0.69
1178,2,16.4,5.74,0.76
2340,4,19.4,8.83,0.57
2049,5,15.7,10.12,0.61
2683,5,15.0,11.37,0.67
1332,1,2.8,5.76,0.76
1286,3,11.9,7.37,0.81
2567,6,15.5,10.24,0.57
2097,1,4.9,7.63,0.85
718,4,17.1,7.49,0.42
1422,5,15.7,9.72,0.67
2070,3,13.0,7.72,0.75
2386,3,14.3,8.45,0.89
1324,3,7.2,7.07,0.56
500,4,5.5,8.24,0.59
2166,1,12.1,9.02,0.62
945,3,4.2,7.28,0.83
500,1,19.5,6.28,0.67
500,2,9.8,8.52,0.58
2369,3,10.6,6.53,0.94
1890,1,13.7,8.96,0.84
1642,2,12.0,8.75,0.83
2772,5,22.7,9.63,0.52
2246,2,15.3,6.53,0.54
2931,1,9.7,6.65,0.92
825,4,10.2,8.67,0.68
1775,1,15.4,6.98,0.84
668,1,3.6,6.85,0.9
1639,7,16.0,8.86,0.66
1625,1,8.9,5.8,0.85
2238,3,9.7,7.34,0.5
1831,1,22.0,7.24,0.56
2236,0,16.4,8.01,0.62
2292,4,17.2,10.82,0.49
1579,4,18.9,8.42,0.64
1141,2,11.8,9.9,0.57
1972,3,9.7,8.1,0.5
1238,4,7.5,8.07,0.78
2837,2,6.8,6.45,0.54
1601,3,12.0,7.33,0.57
1404,1,3.1,8.09,0.68
1470,0,0.3,5.26,0.43
2302,2,16.1,10.55,0.57
1689,2,3.3,8.37,0.61
1350,4,12.5,8.33,0.53
2965,3,16.0,9.61,0.47
1200,2,10.0,8.49,0.58
1824,0,3.6,9.03,0.94
2256,6,19.5,10.08,0.48
658,2,5.3,6.16,0.69
2136,1,14.5,6.89,0.89
1061,2,8.6,7.11,0.58
2375,5,17.0,7.0,0.52
1126,3,12.9,6.59,0.88
2284,1,15.7,8.32,0.65
2574,3,9.1,8.42,0.88
2403,2,13.4,7.28,0.53
1975,4,8.9,8.54,0.56
1638,1,3.6,8.57,0.73
1396,4,14.3,10.04,0.36
1310,2,13.5,7.3,0.72
1074,3,14.0,7.73,0.64
2265,3,11.7,8.21,0.62
1242,3,17.3,7.0,0.99
1134,2,6.6,5.71,0.52
789,6,10.2,9.29,0.87
1461,2,13.2,6.3,0.87
1742,5,11.2,8.9,0.66
1970,4,8.3,8.19,0.54
2465,3,14.8,7.9,0.34
2168,0,13.0,7.47,0.63
1666,1,10.0,6.92,0.88
1661,6,6.8,9.95,0.36
2157,1,20.1,7.88,0.63
2690,1,14.4,8.92,0.81
1888,3,0.4,7.3,0.5
1471,6,6.8,7.76,0.35
1104,4,13.9,9.09,0.53
788,3,14.2,7.62,0.68
2266,4,9.4,8.4,0.85
2204,4,13.5,8.19,0.78
2204,1,12.9,7.64,0.79
1709,3,15.0,7.91,0.9
2784,4,7.9,8.44,0.47
1461,4,23.1,8.53,0.7
2468,2,18.5,9.74,0.85
1772,2,14.9,8.28,0.49
1374,2,5.8,6.57,0.63
2214,3,17.4,7.71,0.72
2086,2,5.9,7.87,0.63
2049,4,16.4,7.83,0.58
1856,1,11.0,9.56,0.85
1773,2,14.5,5.6,0.91
3471,4,10.7,9.71,0.43
2628,4,19.5,9.89,0.83
2305,2,12.0,7.09,0.56
1878,3,7.9,7.03,0.63
2505,3,15.1,6.55,0.79
1818,2,14.8,6.71,0.48
1587,1,6.3,6.27,0.95
1743,5,12.7,9.91,0.53
500,3,12.7,8.49,0.8
1947,2,7.4,5.79,0.85
1458,1,5.6,5.12,0.81
2914,3,5.2,7.8,0.59
1813,1,9.2,6.59,0.66
967,1,6.0,6.58,0.68
1765,3,8.3,8.06,0.42
1067,1,6.2,6.29,0.71
2131,2,3.3,10.18,0.64
2003,4,10.0,8.33,0.59
2470,5,14.9,11.36,0.49
1246,4,9.6,7.08,0.6
1823,5,6.7,8.02,0.77
844,2,15.0,7.46,0.8
2291,6,13.8,9.3,0.88
2163,6,14.5,11.32,0.52
2147,1,4.7,7.82,0.62
1801,1,4.8,7.73,0.56
2090,2,11.0,5.23,0.75
2923,3,1.5,8.21,0.67
1600,1,0.0,6.03,0.87
1897,6,17.4,8.74,0.33
1039,2,12.0,6.19,0.58
1192,1,4.6,5.17,0.63
1868,2,8.5,9.14,0.67
2572,2,7.3,7.16,0.63
1620,4,6.2,8.97,0.7
1634,0,6.6,4.91,1.0
1425,1,14.6,7.56,0.61
2006,4,6.6,5.96,0.48
751,3,24.6,8.21,0.54
2696,4,7.1,7.18,0.92
1334,4,15.3,7.63,0.86
2305,1,9.4,9.5,0.6
911,1,21.9,8.19,0.63
2268,3,15.5,7.61,0.25
2270,1,12.5,8.37,0.72
2068,5,20.3,9.66,0.48
1103,2,9.6,7.57,0.61
1974,1,6.6,6.1,0.76
971,0,10.7,5.02,0.7
1623,5,12.0,9.11,0.51
2520,2,9.8,6.89,0.83
2357,3,16.3,7.86,0.72
1810,3,4.7,6.85,0.87
1117,3,11.9,8.72,0.54
2251,4,12.0,8.17,0.85
1813,1,7.7,6.1,0.97
500,1,11.8,8.68,0.66
2347,1,1.6,7.7,0.6
1783,2,6.1,7.36,0.7
1033,3,4.9,8.49,0.97
500,3,17.4,8.34,0.68
1995,6,11.9,10.12,0.63
2004,1,19.2,7.32,0.85
616,2,8.0,7.49,0.78
1115,0,4.0,5.88,0.56
1586,3,7.1,7.78,0.77
2311,5,0.0,7.92,0.72
1344,3,14.2,7.37,0.41
500,2,19.1,7.2,0.75
1680,3,3.4,8.78,0.64
1614,2,12.5,10.66,0.71
1520,4,18.3,8.55,0.71
1719,1,9.9,7.0,0.79
1984,0,14.5,7.4,0.79
1694,2,9.5,6.44,0.65
915,2,6.3,6.32,0.41
2140,5,9.5,7.54,0.45
500,1,11.6,6.33,0.61
500,1,8.1,6.93,0.69
2317,2,8.5,9.18,0.49
2154,2,14.5,8.13,0.61
1759,3,17.9,7.81,0.81
823,5,12.6,9.3,0.85
1304,1,3.7,5.06,0.65
1616,1,14.9,7.27,0.5
682,2,19.8,8.24,0.62
1282,2,4.3,7.38,0.78
2256,2,7.6,6.37,0.48
2799,1,18.8,8.11,0.69
2329,4,22.9,9.63,0.5
500,2,9.7,5.32,0.52
2261,2,12.3,6.42,0.9
1237,1,2.8,6.76,0.86
2015,3,1.1,8.79,0.71
1626,3,10.4,6.4,0.61
2724,0,9.1,5.92,1.0
1187,1,12.5,7.44,0.77
2239,4,20.1,9.03,0.53
1604,2,8.7,7.23,0.66
1689,2,12.1,8.77,0.6
1671,1,8.9,6.07,0.73
1208,1,4.9,6.08,0.67
1790,3,12.6,7.26,0.63
1756,1,18.3,6.77,0.85
1968,1,13.8,6.29,0.87
1859,2,12.7,8.56,0.81
2358,3,8.3,8.11,0.64
2446,3,9.2,7.92,0.66
1064,2,11.4,8.31,0.57
2408,2,13.2,9.57,0.48
969,4,12.1,8.93,0.39
2211,5,14.0,8.99,0.49
2233,3,6.0,9.44,0.61
500,5,12.5,6.89,0.52
1865,3,12.7,9.02,0.45
1472,2,11.5,7.08,0.93
1268,2,17.0,5.41,0.72
2745,5,9.7,8.77,0.26
1342,7,15.2,10.65,0.58
1235,2,19.5,8.06,0.81
1852,4,6.7,9.09,0.6
2279,0,7.0,5.59,0.74
1700,1,17.4,7.67,0.68
2616,2,19.0,8.99,0.72
2171,3,11.5,8.57,0.54
500,0,3.6,4.28,0.9
1429,3,10.4,6.37,0.6
1406,0,8.3,7.84,0.6
2135,4,12.7,9.06,0.8
500,2,17.7,7.38,0.78
3584,4,9.7,9.94,0.71
2171,0,10.5,6.08,0.8
1904,3,11.6,6.62,0.69
2627,2,11.2,7.96,0.89
3440,4,14.1,10.75,0.59
2409,4,10.2,9.21,0.49
2464,1,14.2,6.3,0.52
1891,4,15.8,7.73,0.59
1700,5,16.9,10.12,0.59
1466,7,12.5,9.72,0.66
1221,5,22.3,8.58,0.41
1319,3,12.8,10.9,0.55
854,1,7.4,7.04,0.66
1746,4,8.3,6.81,0.89
620,4,9.7,8.55,0.48
1933,3,10.8,8.13,0.62
1774,6,0.0,11.18,0.66
1902,4,21.1,8.82,0.7
1434,5,17.5,8.24,0.56
2752,5,13.4,10.9,0.73
928,1,14.7,7.87,0.82
1963,3,15.2,11.0,0.69
1374,2,12.2,9.67,0.75
1089,2,8.9,6.6,0.75
861,3,14.2,8.28,0.68
2102,1,12.5,7.12,0.6
1323,3,15.3,7.04,0.7
2477,4,12.1,9.0,0.36
2495,5,11.8,10.03,0.51
2761,3,12.2,9.89,0.68
1203,1,10.8,6.59,0.74
2132,3,16.3,7.85,0.61
2242,1,4.1,7.04,0.87
1468,2,4.5,5.92,0.62
1259,1,8.2,7.31,0.68
2926,3,10.5,8.68,0.43
1959,5,13.1,8.01,0.75
2245,1,19.5,8.77,0.48
1224,6,23.3,8.91,0.72
946,2,13.6,7.73,0.65
1401,1,6.2,6.55,1.0
1713,1,12.6,8.56,0.48
1055,6,13.4,9.97,0.64
1793,1,10.4,6.86,0.89
618,1,9.3,5.26,0.94
1015,3,8.2,7.44,0.8
2269,2,1.2,6.31,0.66
2222,1,1.1,5.71,0.71
1525,2,13.7,8.26,0.52
1087,1,9.9,7.66,0.8
1080,4,17.7,8.67,0.71
1538,1,12.2,6.82,0.71
2251,5,24.0,8.6,0.55
2449,1,10.2,7.4,0.56
1452,2,9.8,7.02,0.83
992,4,7.7,8.66,0.58
1987,2,11.3,10.23,0.82
1223,5,16.3,8.3,0.47
1437,1,8.0,7.92,0.72
2727,2,12.4,7.66,0.45
2378,4,13.4,7.94,0.64
1910,2,17.6,9.19,0.55
909,2,10.6,8.28,0.52
1947,1,9.3,5.46,0.95
2543,5,16.2,10.06,0.95
1537,2,19.2,8.38,0.78
2745,2,10.6,8.71,0.56
2704,1,6.6,7.62,1.0
2964,1,10.6,6.62,0.79
2013,2,9.2,7.7,0.86
2211,5,7.7,6.77,0.5
2789,6,18.9,10.19,0.32
2113,3,3.5,7.79,0.7
1449,1,4.4,5.54,0.85
1486,2,8.1,6.82,0.71
1966,2,15.1,6.24,0.5
896,3,14.1,9.41,0.75
1699,1,16.6,9.3,0.6
2567,2,12.8,8.82,0.65
500,3,10.6,9.09,0.8
2874,4,4.7,8.78,0.59
2585,3,10.0,9.51,0.56
1478,1,12.4,6.17,0.68
2180,3,5.5,8.95,0.92
1802,1,11.7,7.0,0.55
2487,6,14.6,10.27,0.64
819,1,8.4,6.81,0.81
2211,2,7.8,7.06,0.74
1656,1,2.6,6.82,0.92
1857,1,0.0,9.12,0.52
1290,1,14.9,8.13,0.77
3023,7,17.6,10.2,0.57
2528,4,15.5,8.81,0.57
1282,2,12.5,9.11,0.76
865,2,12.2,4.73,0.66
1530,3,23.3,7.56,0.68
2104,3,13.4,8.38,0.67
1968,2,15.9,6.89,0.71
2677,1,5.4,9.33,0.62
2352,1,11.3,9.02,0.71
2028,3,13.9,8.37,0.58
827,5,12.4,11.88,0.76
1663,2,10.4,7.71,0.79
2542,3,2.6,8.36,0.62
1763,4,8.4,8.3,0.71
2152,4,15.6,9.68,0.64
1576,2,13.5,9.57,0.73
1079,1,11.5,4.71,0.83
1713,3,8.1,6.58,0.73
2016,3,12.8,9.2,0.58
1341,2,17.5,6.84,0.78
1635,4,4.7,7.3,0.66
1142,5,12.7,9.93,0.57
2583,3,9.7,8.28,0.67
1593,4,14.3,7.3,0.78
2816,2,5.1,7.7,0.54
2870,3,7.2,9.55,0.44
1743,1,12.1,8.07,0.68
1094,1,7.0,8.34,0.6
500,3,15.3,8.95,0.69
769,2,12.3,5.8,0.5
838,0,12.4,7.18,0.6
2764,7,11.4,11.47,0.73
1881,2,17.3,6.58,0.75
2072,1,10.9,7.82,0.76
500,4,17.7,7.19,0.68
961,4,5.8,6.44,0.64
2420,5,13.3,8.69,0.63
2000,3,11.8,7.69,0.38
1696,0,10.4,6.46,0.97
2195,2,16.7,8.49,0.68
2945,2,8.7,7.17,0.67
1645,1,2.1,6.39,0.83
1848,3,1.7,9.53,0.93
1934,2,8.9,5.75,0.59
3474,7,19.9,10.66,0.54
500,4,15.3,9.36,0.59
2278,3,11.5,9.23,0.72
1719,4,16.4,7.65,0.72
2196,5,23.1,10.76,0.75
1339,3,20.7,7.49,0.37
1765,3,18.0,11.36,0.86
2297,2,14.1,5.79,0.78
1206,2,16.5,8.26,0.52
1503,3,12.7,8.42,0.62
1482,2,5.1,8.26,0.72
543,3,15.3,8.88,0.49
1568,3,16.3,8.15,0.76
2312,6,15.5,10.43,0.85
908,3,4.2,7.1,0.5
2533,3,9.4,7.46,0.63
2141,2,12.6,8.11,0.47
1286,4,18.9,6.78,0.61
1700,2,10.6,4.76,0.41
2918,1,5.5,8.66,0.67
2313,3,0.7,8.38,0.36
1806,5,23.8,9.11,0.89
1633,2,10.6,8.1,0.42
1853,3,8.0,6.78,0.6
1441,3,2.4,7.18,0.81
500,1,6.8,7.67,0.83
3229,1,16.9,7.75,0.9
1908,6,9.0,10.1,0.64
2078,2,14.9,7.96,0.84
1759,1,4.6,6.72,0.76
1285,3,11.8,9.05,0.56
1669,2,15.0,7.15,0.54
680,0,1.6,6.92,0.91
3393,6,19.6,8.25,0.51
935,4,14.4,9.34,0.7
1077,1,10.8,8.71,0.63
1491,1,9.0,9.3,0.61
2701,2,13.5,7.62,0.67
1810,5,13.2,7.36,0.69
934,1,1.6,9.47,0.7
2678,3,11.1,7.94,0.55
2311,1,18.7,8.38,0.93
2176,6,14.4,9.59,0.53
2301,3,11.0,9.5,0.77
3476,2,4.4,9.94,0.69
1319,2,1.6,7.74,0.71
2936,2,9.9,7.7,0.77
2068,1,6.6,6.77,0.75
2149,2,8.1,7.01,0.76
615,3,7.2,8.25,0.35
1680,5,14.1,7.93,0.76
1231,2,6.5,8.56,0.69
2379,4,7.4,8.42,0.67
2549,2,0.0,8.19,0.49
500,3,6.1,7.87,0.81
1784,2,11.8,7.6,0.87
2585,0,15.1,7.65,0.65
1669,5,9.6,6.2,0.63
2310,6,18.3,8.65,0.25
2045,1,8.2,7.81,0.65
2039,3,8.8,8.4,0.51
1610,4,10.9,7.87,0.86
948,3,6.7,7.33,0.68
1014,3,7.4,9.6,0.97
2296,2,7.6,7.36,0.67
1813,5,14.0,10.53,0.49
1703,4,7.0,9.11,0.56
1503,4,13.4,10.3,0.37
1586,3,8.3,6.14,0.89
2532,4,14.9,8.9,0.52
1565,0,12.8,8.09,0.62
861,1,10.3,7.73,0.35
2320,1,0.0,4.72,0.77
1656,3,8.9,5.57,0.81
1821,4,9.8,7.69,0.67
2925,7,16.1,11.96,0.47
1785,1,6.5,7.49,0.75
2002,3,10.8,8.18,0.74
974,1,9.1,7.05,0.73
1646,6,19.3,8.37,0.45
2226,4,10.5,10.26,0.7
711,2,0.0,6.53,0.71
1940,3,15.0,9.82,0.53
1870,4,13.0,10.47,0.86
1828,1,5.4,6.1,0.65
2526,2,5.6,6.21,0.55
2034,1,9.7,6.35,0.47
2834,2,8.2,7.14,0.9
1104,2,19.8,7.62,0.95
1895,3,16.0,9.75,0.66
1859,1,10.3,7.3,0.81
1051,3,16.6,7.17,0.72
3427,2,7.6,8.72,0.81
1788,3,6.3,7.77,0.71
2153,0,13.3,6.69,0.7
1859,2,7.0,7.73,0.5
1300,5,19.5,7.52,0.84
525,2,13.9,6.17,0.59
1305,4,14.1,8.12,0.53
825,1,11.5,8.99,0.41
2992,2,8.3,5.4,0.76
1557,0,6.6,8.56,0.74
2422,3,11.6,8.66,0.56
1263,2,12.7,11.0,0.78
1847,2,16.2,7.01,0.58
2520,4,13.6,9.08,0.46
2151,3,19.2,9.03,0.58
1973,4,18.6,9.13,0.65
1854,0,15.6,7.75,0.71
2080,2,8.6,8.28,0.38
1941,1,3.5,6.31,0.5
1079,1,14.7,5.98,0.71
1832,7,21.7,9.02,0.58
1048,2,11.8,8.42,0.55
1856,0,1.2,4.93,0.52
1463,1,10.3,6.03,0.64
3577,3,9.9,11.17,0.53
1772,1,13.8,5.27,0.84
817,5,17.8,7.1,0.7
1706,4,10.9,11.1,0.96
2163,1,5.4,7.36,0.52
2971,5,9.5,9.51,0.44
1387,3,9.0,5.21,0.69
692,1,9.6,5.17,0.67
2371,4,11.7,10.42,0.61
1494,6,22.2,10.32,0.51
1619,4,5.8,8.5,0.59
1751,2,5.7,7.69,0.63
2282,2,8.7,9.25,0.5
1321,0,4.6,5.85,0.58
1608,3,10.1,10.25,0.55
1790,2,10.6,9.35,0.52
1904,1,8.6,7.34,0.81
2105,3,9.1,9.39,1.0
2390,2,8.0,8.32,0.58
2074,3,5.4,7.58,0.75
2117,1,1.7,8.42,0.82
692,3,8.7,6.91,0.39
1835,3,9.6,7.53,0.76
2135,3,25.1,7.73,0.93
2310,2,14.5,9.97,1.0
1315,3,15.9,8.0,0.48
1338,4,10.9,8.8,0.68
1398,4,23.0,9.78,0.75
2175,4,14.8,7.59,0.58
2523,1,11.7,7.11,0.64
1514,1,11.3,5.53,0.8
2435,1,13.7,8.71,0.78
1886,1,10.5,5.9,0.91
1652,0,12.9,5.74,0.7
2322,3,11.3,10.12,0.49
2027,6,4.3,7.81,0.64
3393,3,13.0,8.78,0.68
1203,2,0.1,5.97,0.8
2162,3,9.9,8.01,0.57
1429,5,15.8,7.37,0.56
1191,2,12.0,6.6,0.72
1792,4,9.8,4.85,0.67
1896,6,6.7,9.43,0.4
1671,4,1.6,7.91,0.46
1008,3,4.5,4.96,0.7
1991,3,7.4,9.27,0.78
500,1,8.3,6.82,0.67
1735,3,14.4,8.86,0.81
1811,0,5.9,6.63,0.88
2356,5,15.4,8.25,0.71
2481,1,8.4,8.1,0.56
1447,6,25.6,11.23,0.59
1694,4,5.7,10.17,0.79
1263,3,22.0,4.41,0.67
1010,2,6.4,6.56,0.91
2016,1,12.2,6.4,0.78
908,2,6.7,6.43,0.6
1509,2,7.2,6.89,0.53
1103,5,14.6,9.24,0.91
2184,5,8.6,8.04,0.31
3061,2,9.7,7.58,0.47
888,2,11.4,9.35,0.84
502,2,0.0,6.79,0.77
1712,4,6.6,8.47,0.53
1810,2,6.3,6.3,0.97
1953,4,23.7,10.31,0.6
1487,2,5.9,8.73,0.65
1659,1,10.3,5.92,0.77
2057,1,14.3,10.55,0.81
2528,3,8.8,9.06,0.75
500,1,5.6,5.96,0.71
1541,0,9.3,6.28,0.84
1949,4,8.5,7.45,0.36
1157,1,12.6,6.57,0.33
3011,2,15.0,7.55,0.7
1355,1,10.1,6.76,0.59
1771,1,14.4,10.3,0.66
2189,2,14.8,8.82,0.65
1386,1,4.7,5.38,0.72
507,1,0.0,5.41,0.94
1499,3,0.0,7.58,0.51
2520,6,18.2,9.41,0.49
1564,2,6.7,7.45,0.62
1207,1,8.0,5.6,0.49
2447,6,20.4,9.95,0.54
1568,3,9.4,7.62,0.71
1442,2,8.7,9.3,0.83
1904,5,12.2,10.08,0.28
2339,2,6.4,7.63,0.32
3467,2,8.0,8.83,0.67
2379,3,17.7,9.73,0.55
2611,5,9.3,8.7,0.73
1445,1,10.9,7.22,0.71
1081,4,16.6,8.3,0.67
1843,1,15.1,10.08,0.5
1875,4,20.9,8.44,0.57
1045,1,8.1,6.38,0.85
1677,3,14.5,8.61,0.71
2079,2,11.9,7.61,0.39
2052,4,19.6,9.78,0.58
2153,4,12.7,9.17,1.0
2003,3,19.0,8.51,0.83
1445,2,14.6,6.68,0.47
1440,6,13.1,7.41,0.45
960,3,7.0,8.71,0.62
3049,2,8.3,9.46,0.64
1809,3,10.1,8.78,0.73
1642,3,5.7,8.86,0.68
1149,0,8.3,7.64,0.76
1048,0,0.7,4.99,0.5
1499,0,0.3,6.95,0.84
2091,2,12.7,8.87,0.73
2220,6,17.0,9.63,0.5
2470,3,9.0,8.24,0.67
3065,2,6.0,8.13,0.39
2154,6,19.2,9.44,0.55
1060,4,8.4,8.19,0.48
1620,3,15.3,7.16,0.8
2015,4,20.1,9.46,0.66
3247,2,15.0,7.52,0.5
821,2,4.0,5.38,0.79
2641,4,8.6,10.08,0.48
1925,2,8.0,6.07,0.87
2386,4,13.2,9.86,0.8
1728,4,13.6,8.27,0.51
1210,0,2.9,4.01,0.84
2325,2,15.3,7.43,0.59
2258,6,18.3,9.4,0.56
2480,4,12.1,8.04,0.81
1790,2,8.1,5.34,0.93
1380,4,14.5,7.54,0.62
708,4,11.6,8.1,0.25
2373,5,14.3,10.34,0.7
2096,7,17.4,10.34,0.84
1123,1,5.1,8.32,0.42
1422,5,24.7,9.89,0.51
1473,3,8.6,8.49,0.49
761,1,6.2,5.37,0.68
1227,3,6.1,7.55,0.91
1006,2,9.3,6.18,0.71
1511,3,19.0,8.65,0.48
1282,0,3.1,4.2,0.79
661,3,12.3,6.6,0.46
3215,4,17.8,9.53,0.5
2676,1,2.3,7.34,0.63
1254,4,13.7,8.63,0.66
1990,3,13.4,5.33,0.95
2092,2,16.8,7.43,0.5
